,username,text,hashtags
88,Chemicaze1,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
89,Bryan_lpz223,"#SeguridadCiudadana | La @PNCSV capturó en Corinto, Morazán, a Wilber Escobar, alias Moki, Lorenzo Antonio Rivera, alias Güero, y Armando Bladimir Benítez, alias Seco, por el delito de agrupaciones ilícitas.

Se les incautó teléfonos celulares, con evidencia incriminatoria. https://t.co/fAKAXvcQos",['SeguridadCiudadana']
90,Enrique80813905,"#SeguridadCiudadana | El palabrero Antonio Carías Lemus, alias Toño, fue capturado hoy en la colonia La Nueva, de Acajutla, Sonsonate, por el delito de agrupaciones ilícitas.

El terrorista ordenaba crímenes de la clica Fulton Locos Salvatruchos, que delinque en el norte. https://t.co/8KIziWZ2P5",['SeguridadCiudadana']
91,GatoEnZumba,"#SeguridadCiudadana | El palabrero Antonio Carías Lemus, alias Toño, fue capturado hoy en la colonia La Nueva, de Acajutla, Sonsonate, por el delito de agrupaciones ilícitas.

El terrorista ordenaba crímenes de la clica Fulton Locos Salvatruchos, que delinque en el norte. https://t.co/8KIziWZ2P5",['SeguridadCiudadana']
92,salvador_merece,"#SeguridadCiudadana | La @PNCSV capturó en Corinto, Morazán, a Wilber Escobar, alias Moki, Lorenzo Antonio Rivera, alias Güero, y Armando Bladimir Benítez, alias Seco, por el delito de agrupaciones ilícitas.

Se les incautó teléfonos celulares, con evidencia incriminatoria. https://t.co/fAKAXvcQos",['SeguridadCiudadana']
93,salvador_merece,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
94,salvador_merece,"#SeguridadCiudadana | El palabrero Antonio Carías Lemus, alias Toño, fue capturado hoy en la colonia La Nueva, de Acajutla, Sonsonate, por el delito de agrupaciones ilícitas.

El terrorista ordenaba crímenes de la clica Fulton Locos Salvatruchos, que delinque en el norte. https://t.co/8KIziWZ2P5",['SeguridadCiudadana']
95,ultimahsv,"#SeguridadCiudadana | El palabrero Antonio Carías Lemus, alias Toño, fue capturado hoy en la colonia La Nueva, de Acajutla, Sonsonate, por el delito de agrupaciones ilícitas.

El terrorista ordenaba crímenes de la clica Fulton Locos Salvatruchos, que delinque en el norte. https://t.co/8KIziWZ2P5",['SeguridadCiudadana']
96,aoml70,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
97,aoml70,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
98,Ruben23am,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
99,rogelioRAPABE,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
100,GatoEnZumba,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
101,noeayala2675,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
102,ultimahsv,"#SeguridadCiudadana | Óscar Obdelio Pineda, alias Pecador, reclamado por el Juzgado Especializado de Instrucción B de San Salvador, por 4 homicidios, tráfico de drogas, conspiración para homicidio, agrupaciones ilícitas y organizaciones terroristas, fue capturado en Chalatenango. https://t.co/JWwzmNsTWj",['SeguridadCiudadana']
103,Wilberchacon4,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
104,Napo59886638,"#SeguridadCiudadana | La @PNCSV capturó en Corinto, Morazán, a Wilber Escobar, alias Moki, Lorenzo Antonio Rivera, alias Güero, y Armando Bladimir Benítez, alias Seco, por el delito de agrupaciones ilícitas.

Se les incautó teléfonos celulares, con evidencia incriminatoria. https://t.co/fAKAXvcQos",['SeguridadCiudadana']
105,Benjami21551942,"#SeguridadCiudadana | La @PNCSV capturó en Corinto, Morazán, a Wilber Escobar, alias Moki, Lorenzo Antonio Rivera, alias Güero, y Armando Bladimir Benítez, alias Seco, por el delito de agrupaciones ilícitas.

Se les incautó teléfonos celulares, con evidencia incriminatoria. https://t.co/fAKAXvcQos",['SeguridadCiudadana']
106,ultimahsv,"#SeguridadCiudadana | La @PNCSV capturó en Corinto, Morazán, a Wilber Escobar, alias Moki, Lorenzo Antonio Rivera, alias Güero, y Armando Bladimir Benítez, alias Seco, por el delito de agrupaciones ilícitas.

Se les incautó teléfonos celulares, con evidencia incriminatoria. https://t.co/fAKAXvcQos",['SeguridadCiudadana']
107,Rodrigo04328292,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
108,Charls_sv,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
109,Martin77954118,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
110,GatoEnZumba,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro",['SeguridadCiudadana']
111,ultimahsv,"#SeguridadCiudadana | La @PNCSV capturó a Américo Rosales Hernández, alias el Meco, en Santa Cruz Analquito, Cuscatlán, quien posee antecedentes por los delitos de robo y agrupaciones ilícitas.

La detención forma parte de las estrategias de la #GuerraContraPandillas. https://t.co/UCw8uI38ro","['SeguridadCiudadana', 'GuerraContraPandillas']"
112,ANABURG33285460,"#SeguridadCiudadana | Autoridades reportan 46 días sin homicidios en el país

Nota completa: https://t.co/fLzpLua98t https://t.co/tft912ZL64",['SeguridadCiudadana']
113,Eleniilsson,"#SeguridadCiudadana | Autoridades reportan 46 días sin homicidios en el país

Nota completa: https://t.co/fLzpLua98t https://t.co/tft912ZL64",['SeguridadCiudadana']
114,victorm90050682,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
115,Orlando09795898,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
116,Ruben23am,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
117,Ruben23am,"#SeguridadCiudadana | La @PNCSV capturó a un pandillero identificado como José Luis Ventura Vásquez, alias Raby, quien intentó ocultar sus tatuajes quemándose la piel. https://t.co/cf8KvnM0nX",['SeguridadCiudadana']
118,Ruben23am,"#SeguridadCiudadana | Autoridades reportan 46 días sin homicidios en el país

Nota completa: https://t.co/fLzpLua98t https://t.co/tft912ZL64",['SeguridadCiudadana']
119,Ruben23am,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
120,300movietrailer,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
121,GatoEnZumba,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
122,Fot_roca,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
123,salvador_merece,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
124,ultimahsv,"#SeguridadCiudadana | La @PNCSV capturó en Soyapango a José Amílcar Flores, alias ""Jirafa Tonga"", miembro de una estructura criminal, quien intentó borrar los tatuajes alusivos a la pandilla. https://t.co/zqnITpwoGo",['SeguridadCiudadana']
125,RodolfoNaves1,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
126,PiratCyber,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
127,RicardoZaldiva4,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
128,youdaddytwo1,"#SeguridadCiudadana | Jueves 16 de junio registra cero homicidios a nivel nacional

Nota completa: https://t.co/4nAjurcn4Z https://t.co/gb1gmjXrJu",['SeguridadCiudadana']
129,ultimahsv,"#SeguridadCiudadana | Jueves 16 de junio registra cero homicidios a nivel nacional

Nota completa: https://t.co/4nAjurcn4Z https://t.co/gb1gmjXrJu",['SeguridadCiudadana']
130,dcelispenate,"#SeguridadCiudadana | En Conchagua, La Unión, la @PNCSV detuvo a Daniel Alonso Alvarenga, alias Bastardo, con una orden judicial por el delito de extorsión. 

El arrestado será puesto a la orden de la @FGR_SV para que enfrente un proceso judicial por este y otros ilícitos. https://t.co/EfW88W7FT7",['SeguridadCiudadana']
131,henclamir,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
132,cinnamon01112,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
133,Juanbur96466569,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
134,Luisgrom55,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
135,JehovanyHernnd4,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
136,ArmandoJARH,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
137,caballeros329,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
138,James7786782465,#SeguridadCiudadana | El Juzgado Especializado de Instrucción envía a prision provisional a 31 pandilleros del Barrio 18 que operaban en Santa Tecla y Zaragoza. https://t.co/Twjjpa8h6P,['SeguridadCiudadana']
139,GatoEnZumba,#SeguridadCiudadana | El Juzgado Especializado de Instrucción envía a prision provisional a 31 pandilleros del Barrio 18 que operaban en Santa Tecla y Zaragoza. https://t.co/Twjjpa8h6P,['SeguridadCiudadana']
140,Martin82560959,#SeguridadCiudadana | El Juzgado Especializado de Instrucción envía a prision provisional a 31 pandilleros del Barrio 18 que operaban en Santa Tecla y Zaragoza. https://t.co/Twjjpa8h6P,['SeguridadCiudadana']
141,Sealssvv,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
142,ccmichelin65,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
143,ultimahsv,#SeguridadCiudadana | El Juzgado Especializado de Instrucción envía a prision provisional a 31 pandilleros del Barrio 18 que operaban en Santa Tecla y Zaragoza. https://t.co/Twjjpa8h6P,['SeguridadCiudadana']
144,eduardohhernand,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
145,mientraspienso7,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
146,salvador_merece,"#SeguridadCiudadana | Autoridades reportan 46 días sin homicidios en el país

Nota completa: https://t.co/fLzpLua98t https://t.co/tft912ZL64",['SeguridadCiudadana']
147,ultimahsv,"#SeguridadCiudadana | Autoridades reportan 46 días sin homicidios en el país

Nota completa: https://t.co/fLzpLua98t https://t.co/tft912ZL64",['SeguridadCiudadana']
148,MarkMck92271473,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
149,Rodrigo04328292,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
150,OscarP02850832,"#SeguridadCiudadana | La @PNCSV captura a Ana Silvia García, alias la luchona, quien le ayudaba  a pandilleros recolectando el dinero de extorsiones y vendiendo drogas.

Además, fue complice de su hijo, un pandillero que se encuentra privado de libertad por homicidio. https://t.co/yLioiFLrbp",['SeguridadCiudadana']
151,Maryalv49410181,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
152,GatoEnZumba,"#SeguridadCiudadana | La @PNCSV captura a Ana Silvia García, alias la luchona, quien le ayudaba  a pandilleros recolectando el dinero de extorsiones y vendiendo drogas.

Además, fue complice de su hijo, un pandillero que se encuentra privado de libertad por homicidio. https://t.co/yLioiFLrbp",['SeguridadCiudadana']
153,FPLaRefmaLF2024,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
154,FPLaRefmaLF2024,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
155,FPLaRefmaLF2024,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
156,FPLaRefmaLF2024,"#SeguridadCiudadana | La @PNCSV captura a Ana Silvia García, alias la luchona, quien le ayudaba  a pandilleros recolectando el dinero de extorsiones y vendiendo drogas.

Además, fue complice de su hijo, un pandillero que se encuentra privado de libertad por homicidio. https://t.co/yLioiFLrbp",['SeguridadCiudadana']
157,LUZBELLA1985,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
158,ultimahsv,"#SeguridadCiudadana | La @PNCSV captura a Ana Silvia García, alias la luchona, quien le ayudaba  a pandilleros recolectando el dinero de extorsiones y vendiendo drogas.

Además, fue complice de su hijo, un pandillero que se encuentra privado de libertad por homicidio. https://t.co/yLioiFLrbp",['SeguridadCiudadana']
159,AntonioM646,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
160,umana_lima,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
161,JorgeAl87140268,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
162,GatoEnZumba,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
163,ultimahsv,"#SeguridadCiudadana | Más de 60 pandilleros salvadoreños que escapaban del régimen de excepción han sido expulsados de Guatemala

Nota completa: https://t.co/FW6U0TtZQJ https://t.co/L4Ee1lw7gF",['SeguridadCiudadana']
164,ROBERTO16902979,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
165,josemendez_1968,"#SeguridadCiudadana | La @PNCSV capturó a un pandillero identificado como José Luis Ventura Vásquez, alias Raby, quien intentó ocultar sus tatuajes quemándose la piel. https://t.co/cf8KvnM0nX",['SeguridadCiudadana']
166,GatoEnZumba,"#SeguridadCiudadana | La @PNCSV capturó a un pandillero identificado como José Luis Ventura Vásquez, alias Raby, quien intentó ocultar sus tatuajes quemándose la piel. https://t.co/cf8KvnM0nX",['SeguridadCiudadana']
167,salvador_merece,"#SeguridadCiudadana | La @PNCSV capturó a un pandillero identificado como José Luis Ventura Vásquez, alias Raby, quien intentó ocultar sus tatuajes quemándose la piel. https://t.co/cf8KvnM0nX",['SeguridadCiudadana']
168,PaicesSamuel,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
169,ultimahsv,"#SeguridadCiudadana | La @PNCSV capturó a un pandillero identificado como José Luis Ventura Vásquez, alias Raby, quien intentó ocultar sus tatuajes quemándose la piel. https://t.co/cf8KvnM0nX",['SeguridadCiudadana']
170,Josemaguilar71,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
171,LuiSNaZ94R,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
172,Jesse88616517,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
173,Martin82560959,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
174,GatoEnZumba,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
175,salva46251,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
176,ultimahsv,"#SeguridadCiudadana | La @FUERZARMADASV localizó a un pandillero quien se escondía en un campamento clandestino en el cantón El Condadillo, Estanzuelas, Usulután. https://t.co/5izl7PAQkb",['SeguridadCiudadana']
177,Robin36894205,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
178,alberto_eskina,"#SeguridadCiudadana | La @PNCSV informó sobre la captura de cuatro extorsionistas tres de ellos hermanos, en el cantón Petaca de San Julián, Sonsonate. https://t.co/JibItPmFbV",['SeguridadCiudadana']
179,alberto_eskina,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
180,Alex42553242,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
181,EliasDimas514,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
182,Alberto39588237,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
183,zototochis,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
184,Ruben23am,"#SeguridadCiudadana | La @PNCSV capturó a Mauricio Castillo, alias Tito, miembro de estructuras criminales, quién intentó cubrir sus tatuajes con nuevos diseños.

El sujeto cometía ilícitos en Quezaltepeque pero se ocultaba en el cantón El Conacaste de Nejapa. https://t.co/X72a5Ysbb3",['SeguridadCiudadana']
185,Ruben23am,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
186,DefendamosES,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
187,GatoEnZumba,"#SeguridadCiudadana | La @PNCSV informó sobre la captura de cuatro extorsionistas tres de ellos hermanos, en el cantón Petaca de San Julián, Sonsonate. https://t.co/JibItPmFbV",['SeguridadCiudadana']
188,Esmeral98959572,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
189,ultimahsv,"#SeguridadCiudadana | La @PNCSV informó sobre la captura de cuatro extorsionistas tres de ellos hermanos, en el cantón Petaca de San Julián, Sonsonate. https://t.co/JibItPmFbV",['SeguridadCiudadana']
